ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
429,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1,1,2,4,8,4,1,SO,7,Getting students to appreciate that bioinformatics is essential to their continued success.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2,3,2,4,3,1,3,WE,8,"time, money, level of student preparation",1,,1,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2,3,2,4,9,5,1,WE,8,"Resistance from administration about the importance of bioinformatics.  In addition, I already have a high teaching load and while I know that bioinformatic training would be incredibly useful, there are only two faculty besides myself that could teach th course.  However, workload is our issue.",1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
433,#NULL!,#NULL!,3,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1,3,1,4,3,3,2,MW,4,"My biggest problem has been staying abreast of the computer programs available and being able to incorporate them into a teaching situation.  You don't have one on one time with students, especially in a large class, so it is difficult to help them all ge the same experience.",1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1,2,1,4,2,3,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2,2,2,4,9,1,1,WE,8,It is hard to get a project started.  I think they just need to hear some good ideas and to have some ready made projects.,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1,3,1,4,1,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2,2,2,4,3,1,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1,3,1,4,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2,3,2,2,3,1,1,WE,8,"Lack of time to create/review new course materialDecision of what material in intro course to remove if adding new bioinformatics material",1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2,2,1,4,3,1,1,WE,8,"Educational resources - well developed tutorials and projects appropriate to different course levelsClassroom computers and software - must work during class",,,,,,,1,1,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2,3,1,4,2,1,1,WE,8,Faculty training. Competing objectives in the curriculum.,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1,4,2,4,2,4,3,MW,3,"So much to learn, so little time.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1,3,2,4,2,3,3,MW,3,Limited skill sets of faculty trained before 2000.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1,4,1,4,2,3,2,MW,3,We have very little computer support.  If I find a new program to try no one is available to help learn the program.  My administration will not purchase computer software that I already know how to use. I must buy all my own programs.,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
446,1,3,1,4,9,4,3,NE,2,Bioinformatics is inter-disciplinary. It is difficult to set up a course that can appeal to students with very different backgrounds. We also need better textbook.,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1,3,1,4,8,2,2,NE,2,Incorporating the use of bioinformatic tools into courses that have high volume of material.,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1,3,1,4,2,4,2,SO,6,"The math background of students entering college. The amount of content already covered int he courses.Pressure from administration to decrease the number of required hours for a degree.",,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
449,1,3,1,4,4,5,1,NE,2,knowledge of bioinformatics and how to teach bioinformatics.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1,3,3,4,3,4,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1,1,1,4,8,5,3,MW,4,"Use active learning, problem sets, etc. rather than lecture methods. Students need to DO bioinformatics, and also know why it's important in the post-genomic era.Computational knowledge (programming, navigating GUIs)Disciplinary knowledge (biology, gentics, cell biology, biochemistry)",,,,,,,,,,1,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1,3,2,4,2,2,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1,3,1,4,1,3,2,MW,4,Lack of mathematical and computational skills.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2,2,3,2,1,1,2,MW,4,Students coming out of highschools are unprepared for basic math and reading skills necessary.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1,3,2,4,3,2,3,NE,2,"Appreciating that bioinformatics includes topics besides genomics (ecology / biodiversity).  In that context, there are few tools to help faculty (or even researchers) willing to delve into ecoinformatics.",1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1,2,2,4,3,3,1,NE,2,Lack of comfort with material.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1,3,2,4,2,4,3,MW,3,Fitting bioinformatics courses into an already crowded curriculum.,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,#NULL!,#NULL!,2,4,8,4,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1,2,2,4,2,4,2,MW,3,"Lack of programming skills and solid knowledge of statistics, either by faculty or students.",1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1,2,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,4,2,4,2,4,1,MW,4,availability of teaching expertise,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1,2,2,4,2,2,1,WE,8,"The already crowded curriculum, the lack of interest among pre-med students, the rapid pace of change.",,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1,4,2,4,9,3,3,SO,7,knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1,4,2,4,2,3,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1,2,2,4,2,4,2,NE,2,keeping current on tools and applications to embed in peojects and course design -- amidst heavy teaching loads,1,1,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1,2,2,4,3,5,3,NE,2,"Students lack interest in the basics of replication, transcription, translation, and thus often confuse the three.",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1,3,2,4,2,3,2,NE,2,"The content of life science education has grown to the point where it is difficult to cover all the critical areas.Faculty need to be trained/retrained on critical content.",1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1,4,1,4,2,3,1,NE,2,"This is a challenging area, and just dipping into it is hard for students. To do it properly requires advanced math in subjects not usually taught at the undergraduate level. On the other hand, bioinformatics without substantial core biology is very narro and meaningless to most students. Teaching today's software is pointless.. It will be gone before they graduate; the very questions will have changed. There is just too much to easily fit into a curriculum.",,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1,1,1,4,7,3,3,MW,3,"Life science majors tend to have little to no background in statistics and programming - and a good deal of fear of both. The goal of my current CMB 351 is simply to teach the students how to use the available data and online tools correctly, and how to iterpret the results critically - along with some low-level information on algorithms involved. I would like to teach a senior level course that is project based and involves programing. However, enrollment issues would have to be overcome as well as studets would have to take a Comp. Sci. programing course as a prerequisite. In other words, for a cell and molecular biology major with huge emphasis on wet lab proficiency, adding 2-4 computational courses to the required curriculum is not palatable. The bes target group is CMB-major/CompSci-minor, but there are currently few such students, at least in my institution.",,,,,,,,,,,,,,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,3,1,4,1,3,1,NE,2,Lack of faculty training.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1,3,1,4,4,2,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1,3,1,2,2,2,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,3,2,4,1,2,1,MW,3,We lack mainly resources and the ability of full time faculty to develop and offer such a course,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,4,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,2,1,4,9,4,2,WE,8,Professors with the expertise and training to teach them.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,1,#NULL!,#NULL!,#NULL!,4,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,4,1,4,2,4,2,WE,8,Lack of sufficient mathematical training,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,3,#NULL!,4,1,4,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,3,1,4,2,2,2,WE,9,Time to get training in up to date bioinformatic tools and translate that knowledge into classroom activities that are relevant and at the right level for undergraduates.,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,2,2,4,2,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,3,2,4,2,4,1,NE,2,"A lack of formal education (or informal training) in mathematics and an ability for quantitative thinking, in both faculty and students.",1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,4,2,4,3,3,1,NE,2,Getting students to understand the basic concepts/skills of computation and understanding what the availailable databases can do for them as biologists.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,1,3,4,2,3,3,NE,2,Actually being conversant with the techniques and information in the field.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,2,2,4,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,4,2,4,2,4,2,NE,2,Rigid core curriculum that limits elective courses in sciences,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,3,1,4,2,4,3,WE,8,adding new courses to the degree requirements that are already full,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,3,2,4,2,2,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,1,2,4,9,3,2,MW,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,4,1,4,2,4,1,WE,8,Fear of all things math in majority of students,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,2,2,4,2,3,1,SO,5,"Getting students to understand at earlier points in their careers that life sciences is not always in the field, hospital or laboratory and interested in computational biology.",,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,1,2,4,3,2,2,MW,4,I think that keeping up with changes in bioinformatics software and databases is hard for faculty who teach bioinformatics but who do not use it much in their research.,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,1,2,4,2,3,2,MW,4,Math and computer skills.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1,2,2,4,2,5,1,NE,2,The future is analyzing larger and larger data sets. Therefore server space and computing power remain the greatest challenges,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,1,2,4,2,5,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,1,2,4,8,5,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,3,2,4,3,4,2,NE,2,I don't think that the bioinformatics is being taught in the context of solving a biological problem. For those undergraduates who are not focusing on bioinformatics I think it really needs to be treated as a way of thinking about the biology they are intrested in.,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,4,2,4,3,4,1,SO,5,maintaining up-to-date technology - hardware and software,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,3,2,4,2,3,2,MW,4,Keeping up with the pace of change in the field,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,4,2,4,2,4,2,WE,9,Access to the most current software,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,#NULL!,#NULL!,2,4,8,5,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,#NULL!,#NULL!,2,4,2,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,1,1,4,2,3,2,NE,2,"Lack of resources (computers, time).  Lack of interest of older faculty for it being an important part of the curriculum.",1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,#NULL!,#NULL!,2,4,9,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,3,2,4,2,4,2,SO,5,I think having a common set of core outcomes and resources is one major challenge. There are NUMEROUS resources out there... such that it becomes overwhelming for someone teaching molecular biology and not a bioinformatician. That's why I love what Courseource is doing and would like to contribute.,1,1,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,3,1,4,2,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,3,2,4,2,3,3,SO,5,"The volume of other material that should be taught, The lack of prepackaged curriculum, The main NCBI resources seem overwhelming",1,1,,,,,,,,1,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,3,2,4,2,3,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,2,1,4,2,4,1,SO,5,"Students require a strong background in basic molecular and cellular biology.  Many don't master these concepts even after taking the courses.  Students have difficulty navigating complex (or even simple) databases and tend to be ""afraid"" of the informatin and don't attempt to find the information for themselves.  They want to be shown what to do.  Since many of the bioinformatics sites are constantly being updated, its impossible to always have updated instructions.  Students tend to just stop rather tha explore when the instructions doesn't match current information.  In our department, we would need to hire a dedicated bioinformatics instructor as faculty are already over worked and unable to develop new courses.",1,1,1,,,1,,,,,,,,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,#NULL!,#NULL!,2,4,4,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,#NULL!,#NULL!,2,4,4,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,2,1,4,3,2,2,NE,2,Training for more senior faculty (like me),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,4,2,4,3,4,2,SO,5,They need more statistical training to ensure they understand and are committed to reproducible research.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,2,1,4,2,3,2,SO,5,"Basic math and data analysis skills are lacking, and biology majors tend to be afraid to learn.",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,3,2,4,2,3,2,MW,3,"The faculty don't know enough about it, or even how to use it.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,#NULL!,#NULL!,1,2,8,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2,3,1,2,1,1,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,4,2,4,8,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,1,2,4,8,3,2,SO,5,"Lack of preparation, and fear of mathematics among the student population.",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,2,2,4,9,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1,2,1,4,3,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,2,2,4,2,2,2,SO,5,"staying current having access to useful tools that do not have steep learning curves",1,1,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,3,1,2,8,4,1,SO,5,Limited resources,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,3,1,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,2,1,4,2,3,3,NE,2,"Lack of expertise and specialized faculty, or faculty that are well-versed in both a biological science and computation.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,2,2,4,2,4,2,NE,2,Having easily used interfaces for research that avoid using scripts that students have to program.,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,2,2,4,2,2,2,MW,3,"Space and competition in the curriculum.Expertise in the faculty (many biologists know how to use the tools, or even may be able to program, but would not feel comfortable teaching programming).",1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2,3,2,2,3,1,3,WE,9,Ease of use and access.,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2,3,1,2,2,5,3,WE,9,Time constraints on curriculum and access to software and hardware,1,,1,,,,1,1,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,2,1,4,2,3,2,SO,5,"connections among multiple disciplines, skill sets and ways of thinking for students.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
543,1,3,2,4,2,3,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,3,2,4,2,4,2,WE,8,"Our undergraduates (and, I suspect those at most other institutions) are overwhelmed with the amount of material that they are expected to learn. As a consequence, most of them learn to memorize material, regurgitate it and forget it, without really learnng how to organize information and think critically about it.  Adding to the amount of stuff they are expected to learn, does not strike me as particularly useful.  While I would support including some bioinformatics content in some of our courses and offring an elective devoted to that topic, requiring a high level of bioinformatics for all majors would not be the first thing that I would do to change our curriculum.",,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,1,2,4,2,4,2,WE,8,Biology students do not take enough math and statistics on average.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,3,1,4,2,5,3,NE,2,"IT support, computers in Lab, training for faculty",1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
547,1,4,2,4,3,4,1,NE,2,What to focus on,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,#NULL!,#NULL!,2,4,2,4,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,2,3,1,4,3,1,1,NE,1,Lack of knowledge about how to use various programs and understand their meaning,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2,3,2,4,8,1,3,NE,1,Having students find out that bioinformatics is a career choice with many great options for advancement and discovery.,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
551,2,3,2,4,1,1,1,NE,1,Lack of specific knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2,3,1,2,9,1,1,NE,1,"Most students struggle with any math, so getting them to understand statistics is a huge challenge.  Most of the students who attend our institution, come in needing some form of remedial math prior to taking a college level mathematics course.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1,3,2,4,8,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,3,2,4,2,5,2,MW,4,"Getting a degree before bioinformatics existed. One tries to use the tools, but they are difficult and one really doesn't trust the results because of not knowing how to distinguish garbage from reliable data.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,#NULL!,#NULL!,1,2,3,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,3,1,4,2,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
